0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Pose
146.0,159.0,156.0,188.0,209.0,159.0,178.0,188.0,202.0,-1.0,-1.0,195.0,197.0,229.0,141.0,143.0,137.0,-1.0,sitting
144.0,159.0,156.0,186.0,209.0,159.0,180.0,187.0,211.0,-1.0,-1.0,196.0,198.0,227.0,140.0,143.0,139.0,-1.0,sitting
144.0,159.0,158.0,189.0,210.0,159.0,180.0,186.0,202.0,-1.0,-1.0,198.0,198.0,227.0,138.0,140.0,137.0,-1.0,sitting
144.0,159.0,156.0,186.0,211.0,160.0,182.0,187.0,200.0,-1.0,-1.0,197.0,195.0,229.0,138.0,140.0,137.0,-1.0,sitting
143.0,159.0,156.0,184.0,211.0,160.0,182.0,189.0,200.0,218.0,-1.0,197.0,197.0,227.0,138.0,140.0,137.0,-1.0,sitting
144.0,159.0,156.0,184.0,214.0,160.0,182.0,189.0,198.0,218.0,-1.0,197.0,199.0,229.0,138.0,141.0,137.0,-1.0,sitting
142.0,157.0,156.0,187.0,216.0,160.0,183.0,192.0,200.0,220.0,-1.0,198.0,198.0,229.0,138.0,141.0,137.0,-1.0,sitting
142.0,157.0,156.0,185.0,215.0,160.0,183.0,191.0,200.0,-1.0,-1.0,199.0,199.0,229.0,138.0,141.0,137.0,-1.0,sitting
142.0,157.0,156.0,187.0,216.0,160.0,183.0,190.0,200.0,219.0,-1.0,201.0,200.0,229.0,139.0,141.0,138.0,-1.0,sitting
142.0,158.0,157.0,185.0,214.0,160.0,181.0,190.0,199.0,220.0,224.0,198.0,198.0,227.0,139.0,141.0,138.0,-1.0,sitting
145.0,160.0,157.0,185.0,213.0,163.0,179.0,186.0,200.0,219.0,224.0,198.0,206.0,229.0,140.0,142.0,138.0,-1.0,sitting
145.0,161.0,157.0,185.0,216.0,163.0,177.0,186.0,204.0,222.0,-1.0,195.0,206.0,229.0,140.0,142.0,139.0,-1.0,sitting
146.0,160.0,158.0,186.0,216.0,163.0,181.0,189.0,199.0,222.0,226.0,197.0,209.0,229.0,141.0,143.0,142.0,-1.0,sitting
147.0,160.0,157.0,188.0,218.0,166.0,185.0,194.0,199.0,222.0,-1.0,202.0,209.0,227.0,142.0,146.0,139.0,149.0,sitting
143.0,161.0,158.0,184.0,212.0,165.0,186.0,195.0,198.0,219.0,-1.0,201.0,215.0,226.0,140.0,141.0,140.0,145.0,sitting
143.0,159.0,157.0,180.0,206.0,164.0,192.0,198.0,194.0,215.0,-1.0,206.0,-1.0,-1.0,138.0,140.0,137.0,144.0,sitting
141.0,159.0,155.0,178.0,202.0,163.0,192.0,208.0,191.0,202.0,218.0,201.0,218.0,235.0,138.0,140.0,137.0,144.0,sitting
139.0,158.0,154.0,177.0,197.0,164.0,191.0,215.0,192.0,198.0,216.0,201.0,222.0,235.0,136.0,138.0,137.0,144.0,sitting
139.0,161.0,153.0,181.0,204.0,168.0,195.0,220.0,195.0,204.0,-1.0,205.0,220.0,230.0,136.0,139.0,138.0,145.0,sitting
141.0,161.0,155.0,182.0,212.0,170.0,195.0,222.0,196.0,-1.0,-1.0,206.0,222.0,232.0,136.0,141.0,138.0,145.0,sitting
141.0,163.0,157.0,186.0,212.0,171.0,196.0,220.0,197.0,-1.0,-1.0,208.0,221.0,235.0,138.0,140.0,140.0,147.0,sitting
128.0,135.0,159.0,189.0,213.0,135.0,144.0,222.0,213.0,-1.0,-1.0,211.0,223.0,235.0,127.0,126.0,139.0,128.0,sitting
144.0,165.0,159.0,189.0,216.0,173.0,199.0,221.0,205.0,222.0,238.0,210.0,223.0,232.0,139.0,142.0,139.0,148.0,sitting
144.0,165.0,159.0,189.0,215.0,173.0,199.0,222.0,210.0,-1.0,-1.0,209.0,222.0,232.0,139.0,141.0,141.0,150.0,sitting
144.0,165.0,159.0,188.0,215.0,173.0,197.0,222.0,201.0,-1.0,-1.0,208.0,222.0,233.0,139.0,143.0,139.0,150.0,sitting
144.0,165.0,159.0,188.0,215.0,172.0,197.0,222.0,199.0,-1.0,-1.0,208.0,224.0,234.0,139.0,141.0,141.0,150.0,sitting
142.0,165.0,157.0,186.0,212.0,170.0,196.0,221.0,203.0,-1.0,-1.0,209.0,225.0,-1.0,139.0,141.0,139.0,148.0,sitting
142.0,163.0,157.0,185.0,212.0,170.0,198.0,219.0,213.0,224.0,234.0,211.0,225.0,235.0,137.0,140.0,139.0,146.0,sitting
141.0,161.0,155.0,183.0,209.0,170.0,196.0,218.0,210.0,224.0,236.0,211.0,225.0,-1.0,138.0,140.0,139.0,146.0,sitting
139.0,161.0,153.0,177.0,200.0,168.0,194.0,211.0,202.0,-1.0,-1.0,208.0,227.0,-1.0,136.0,138.0,136.0,144.0,sitting
139.0,159.0,153.0,175.0,197.0,166.0,197.0,210.0,195.0,183.0,-1.0,223.0,223.0,236.0,134.0,138.0,136.0,142.0,sitting
139.0,159.0,151.0,168.0,179.0,166.0,199.0,204.0,189.0,186.0,205.0,225.0,221.0,234.0,133.0,136.0,135.0,142.0,sitting
139.0,159.0,151.0,163.0,175.0,166.0,199.0,203.0,192.0,188.0,213.0,227.0,222.0,235.0,134.0,138.0,135.0,142.0,sitting
138.0,159.0,149.0,158.0,172.0,166.0,199.0,203.0,195.0,186.0,215.0,209.0,-1.0,-1.0,133.0,138.0,135.0,142.0,sitting
138.0,157.0,148.0,154.0,173.0,165.0,192.0,203.0,194.0,187.0,212.0,202.0,213.0,231.0,135.0,137.0,135.0,142.0,sitting
138.0,157.0,148.0,153.0,173.0,165.0,189.0,210.0,191.0,184.0,210.0,203.0,226.0,232.0,134.0,137.0,134.0,142.0,sitting
137.0,157.0,150.0,153.0,173.0,167.0,187.0,212.0,191.0,185.0,212.0,203.0,226.0,232.0,134.0,137.0,134.0,141.0,sitting
139.0,158.0,150.0,154.0,177.0,165.0,190.0,217.0,191.0,184.0,212.0,199.0,225.0,229.0,136.0,139.0,134.0,141.0,sitting
141.0,158.0,151.0,155.0,177.0,167.0,189.0,215.0,191.0,186.0,211.0,201.0,225.0,228.0,136.0,139.0,136.0,141.0,sitting
141.0,158.0,151.0,157.0,179.0,164.0,188.0,213.0,193.0,189.0,214.0,200.0,219.0,226.0,136.0,139.0,136.0,143.0,sitting
141.0,158.0,151.0,159.0,179.0,165.0,188.0,210.0,193.0,191.0,212.0,201.0,219.0,226.0,136.0,139.0,136.0,141.0,sitting
142.0,158.0,151.0,159.0,180.0,166.0,188.0,207.0,194.0,219.0,223.0,201.0,219.0,226.0,137.0,139.0,136.0,143.0,sitting
144.0,160.0,152.0,168.0,184.0,166.0,191.0,206.0,194.0,192.0,212.0,203.0,220.0,226.0,139.0,141.0,137.0,146.0,sitting
144.0,160.0,154.0,175.0,183.0,166.0,192.0,206.0,194.0,189.0,212.0,203.0,220.0,226.0,139.0,141.0,139.0,146.0,sitting
144.0,160.0,156.0,177.0,185.0,166.0,192.0,208.0,195.0,191.0,212.0,203.0,221.0,226.0,139.0,141.0,139.0,146.0,sitting
144.0,160.0,156.0,177.0,188.0,166.0,193.0,210.0,194.0,194.0,212.0,203.0,219.0,226.0,139.0,141.0,139.0,145.0,sitting
142.0,160.0,156.0,177.0,192.0,166.0,193.0,210.0,195.0,202.0,-1.0,203.0,221.0,228.0,139.0,141.0,139.0,144.0,sitting
142.0,162.0,156.0,178.0,195.0,168.0,195.0,209.0,196.0,203.0,-1.0,206.0,221.0,-1.0,137.0,139.0,137.0,144.0,sitting
144.0,165.0,158.0,180.0,206.0,170.0,200.0,213.0,199.0,194.0,-1.0,211.0,-1.0,-1.0,139.0,141.0,139.0,146.0,sitting
145.0,164.0,158.0,180.0,205.0,170.0,202.0,214.0,198.0,-1.0,-1.0,218.0,223.0,238.0,141.0,144.0,141.0,148.0,sitting
147.0,164.0,158.0,180.0,204.0,172.0,203.0,214.0,200.0,214.0,-1.0,222.0,223.0,240.0,144.0,146.0,141.0,150.0,sitting
147.0,164.0,158.0,180.0,204.0,170.0,203.0,214.0,198.0,213.0,222.0,219.0,223.0,238.0,141.0,144.0,141.0,148.0,sitting
146.0,164.0,158.0,180.0,207.0,172.0,202.0,214.0,197.0,215.0,222.0,222.0,223.0,238.0,141.0,145.0,139.0,150.0,sitting
148.0,164.0,158.0,179.0,201.0,172.0,203.0,212.0,200.0,213.0,222.0,220.0,223.0,240.0,143.0,145.0,141.0,150.0,sitting
148.0,164.0,158.0,179.0,203.0,172.0,203.0,212.0,196.0,214.0,222.0,222.0,225.0,240.0,143.0,145.0,141.0,150.0,sitting
148.0,164.0,158.0,179.0,201.0,172.0,203.0,212.0,200.0,-1.0,-1.0,212.0,-1.0,-1.0,143.0,145.0,141.0,150.0,sitting
148.0,164.0,157.0,179.0,201.0,172.0,202.0,212.0,200.0,-1.0,-1.0,212.0,-1.0,-1.0,143.0,145.0,141.0,149.0,sitting
148.0,164.0,157.0,179.0,201.0,172.0,203.0,212.0,200.0,-1.0,-1.0,220.0,225.0,238.0,143.0,145.0,141.0,149.0,sitting
148.0,164.0,157.0,179.0,201.0,172.0,202.0,212.0,200.0,-1.0,-1.0,220.0,225.0,240.0,143.0,145.0,141.0,149.0,sitting
148.0,164.0,157.0,179.0,201.0,172.0,202.0,212.0,198.0,-1.0,-1.0,211.0,-1.0,-1.0,143.0,145.0,141.0,149.0,sitting
